C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_42_894.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_42_894.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_42_894.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_42_894.jpg,0,0,0,6.069084E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_42_969.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_42_969.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_42_969.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_42_969.jpg,0,0,0,6.150504E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_039.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_039.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_039.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_039.jpg,0,0,0,6.084646E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_110.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_110.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_110.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_110.jpg,0,0,0,6.071245E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_191.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_191.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_191.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_191.jpg,0,0,0,6.068167E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_272.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_272.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_272.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_272.jpg,0,0,0,6.071464E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_349.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_349.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_349.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_349.jpg,0,0,0,6.107774E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_419.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_419.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_419.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_419.jpg,0,0,0,6.063468E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_489.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_489.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_489.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_489.jpg,0,0,0,6.142675E-05
C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\center_2019_09_24_00_42_43_561.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\left_2019_09_24_00_42_43_561.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\right_2019_09_24_00_42_43_561.jpg,C:\1jan2019pranitlenovo\data\mtechparul\final year dissertation\data\21sept19\offroad\IMG\back_2019_09_24_00_42_43_561.jpg,0,0,0,6.102728E-05
